------ Plasma information from VMEC ----
np     iota_edge       phip_edge       curpol
     5  0.000000000000E+00  0.000000000000E+00  1.956111262946E+01

------ Current Surface: Coil-Plasma separation =   1.000000000000E+00 -----
Number of fourier modes in table
        1201
Table of fourier coefficients
m,n,crc2,czs2,crs2,czc2
      4   -24  2.636319131088E-07  2.466225112943E-07  0.000000000000E+00  0.000000000000E+00
      5    24  3.957661267894E-07  1.792210608751E-07  0.000000000000E+00  0.000000000000E+00
      5    23 -1.573040148378E-06  1.565185170514E-06  0.000000000000E+00  0.000000000000E+00
      5    22  4.619668210921E-07 -7.835419426842E-07  0.000000000000E+00  0.000000000000E+00
      5    21  7.932931346362E-07 -6.458874519169E-07  0.000000000000E+00  0.000000000000E+00
      5    20 -6.368481152300E-07  7.073432647591E-07  0.000000000000E+00  0.000000000000E+00
      5    19 -7.929217057034E-08 -1.909673607245E-08  0.000000000000E+00  0.000000000000E+00
      5    18  2.966178475963E-07 -2.822661577907E-07  0.000000000000E+00  0.000000000000E+00
      5    17 -1.094171317201E-07  1.334708090503E-07  0.000000000000E+00  0.000000000000E+00
      5    16 -3.891606199661E-08  3.037170610930E-08  0.000000000000E+00  0.000000000000E+00
      5    15  4.613869353308E-08 -4.971269345833E-08  0.000000000000E+00  0.000000000000E+00
      5    14 -6.106238180674E-09  2.166131206417E-08  0.000000000000E+00  0.000000000000E+00
      5    13 -1.899478005343E-08 -1.117658586984E-08  0.000000000000E+00  0.000000000000E+00
      5    12  3.563687997699E-08  2.743045410184E-08  0.000000000000E+00  0.000000000000E+00
      5    11 -6.223559322052E-08 -5.873804645858E-08  0.000000000000E+00  0.000000000000E+00
      5    10  1.039102397615E-07  1.132598777483E-07  0.000000000000E+00  0.000000000000E+00
      5     9 -1.002175945959E-07 -1.170689380573E-07  0.000000000000E+00  0.000000000000E+00
      5     8 -1.018366830559E-07  1.591935504033E-09  0.000000000000E+00  0.000000000000E+00
      5     7  1.502758807708E-06  1.292825525067E-06  0.000000000000E+00  0.000000000000E+00
      5     6 -6.317257232479E-06 -5.490199066082E-06  0.000000000000E+00  0.000000000000E+00
      5     5  2.473251508622E-05  2.317527321113E-05  0.000000000000E+00  0.000000000000E+00
      5     4 -7.733524807691E-05 -7.137862305869E-05  0.000000000000E+00  0.000000000000E+00
      5     3  2.647711641443E-04  2.513411438545E-04  0.000000000000E+00  0.000000000000E+00
      5     2 -8.358997340299E-04 -7.795972939622E-04  0.000000000000E+00  0.000000000000E+00
      5     1  3.214574668807E-03  3.100275392087E-03  0.000000000000E+00  0.000000000000E+00
      5     0 -9.637038452778E-03 -8.791025978160E-03  0.000000000000E+00  0.000000000000E+00
      5    -1 -6.822835613856E-03 -6.212054392745E-03  0.000000000000E+00  0.000000000000E+00
      5    -2  5.080863809809E-02  3.709493066479E-02  0.000000000000E+00  0.000000000000E+00
      5    -3  1.958436345166E-02  1.542245868111E-02  0.000000000000E+00  0.000000000000E+00
      5    -4  7.051327297636E-03  1.882981761250E-02  0.000000000000E+00  0.000000000000E+00
      5    -5  1.086593280350E-02 -5.264247272658E-03  0.000000000000E+00  0.000000000000E+00
      5    -6  1.292596868072E-03  5.496954834760E-04  0.000000000000E+00  0.000000000000E+00
      5    -7  1.377737607941E-03 -9.664916016012E-04  0.000000000000E+00  0.000000000000E+00
      5    -8  2.945082440878E-04 -1.887158635252E-04  0.000000000000E+00  0.000000000000E+00
      5    -9  2.274105607752E-04 -2.191747557975E-04  0.000000000000E+00  0.000000000000E+00
      5   -10  7.249474583834E-05 -7.895438918330E-05  0.000000000000E+00  0.000000000000E+00
      5   -11  4.147853942009E-05 -4.925144337641E-05  0.000000000000E+00  0.000000000000E+00
      5   -12  1.671471833357E-05 -2.186518641637E-05  0.000000000000E+00  0.000000000000E+00
      5   -13  7.821114462077E-06 -1.086376744299E-05  0.000000000000E+00  0.000000000000E+00
      5   -14  3.560769719073E-06 -5.177075324669E-06  0.000000000000E+00  0.000000000000E+00
      5   -15  1.487401078535E-06 -2.323012400115E-06  0.000000000000E+00  0.000000000000E+00
      5   -16  7.128463316412E-07 -1.125878741141E-06  0.000000000000E+00  0.000000000000E+00
      5   -17  2.849527700707E-07 -4.778251049474E-07  0.000000000000E+00  0.000000000000E+00
      5   -18  1.369300888069E-07 -2.291413912239E-07  0.000000000000E+00  0.000000000000E+00
      5   -19  3.805645362699E-08 -1.138602166918E-07  0.000000000000E+00  0.000000000000E+00
      5   -20  5.206115700682E-08 -2.532062403186E-08  0.000000000000E+00  0.000000000000E+00
      5   -21  2.358672826896E-08 -5.212114505618E-09  0.000000000000E+00  0.000000000000E+00
      5   -22 -7.757003188256E-08 -1.092580100976E-07  0.000000000000E+00  0.000000000000E+00
      5   -23  8.450461738989E-08  4.027979614247E-08  0.000000000000E+00  0.000000000000E+00
      5   -24  1.153820561341E-07  1.467434282681E-07  0.000000000000E+00  0.000000000000E+00
      6    24 -1.220685545524E-06  1.790724681175E-06  0.000000000000E+00  0.000000000000E+00
      6    23 -1.155787949033E-06  6.905981508320E-07  0.000000000000E+00  0.000000000000E+00
      6    22  1.543226922714E-06 -1.710249328924E-06  0.000000000000E+00  0.000000000000E+00
      6    21  4.539369735483E-08  2.659210898046E-07  0.000000000000E+00  0.000000000000E+00
      6    20 -9.270070873875E-07  8.584686961980E-07  0.000000000000E+00  0.000000000000E+00
      6    19  4.161503132346E-07 -5.148677722460E-07  0.000000000000E+00  0.000000000000E+00
      6    18  2.056432785182E-07 -1.333676293828E-07  0.000000000000E+00  0.000000000000E+00
      6    17 -2.483000587626E-07  2.535479296399E-07  0.000000000000E+00  0.000000000000E+00
      6    16  4.978614475846E-08 -6.847869225250E-08  0.000000000000E+00  0.000000000000E+00
      6    15  4.545071624227E-08 -4.145666050426E-08  0.000000000000E+00  0.000000000000E+00
      6    14 -3.027639411206E-08  3.732022120705E-08  0.000000000000E+00  0.000000000000E+00
      6    13 -5.083912003401E-09 -1.749494391328E-08  0.000000000000E+00  0.000000000000E+00
      6    12  3.029843762025E-08  2.171601387901E-08  0.000000000000E+00  0.000000000000E+00
      6    11 -6.647480784220E-08 -5.890870500883E-08  0.000000000000E+00  0.000000000000E+00
      6    10  1.509951157350E-07  1.450421320313E-07  0.000000000000E+00  0.000000000000E+00
